type,indicator,classification,notes
domain,securisations-societegenerale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,redirection-caissedepargnesecure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,paiementabonnement-netflix.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,multiblox.tk,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,compte-secur-pass.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,servicesaccount-maj.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-delivery-express.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,rubriqueinfogouvameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mise-a-jour-certicode.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,maj-panel.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,macartevitale-revouvellement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,macartevitale-livraisonameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,abonnement-netflix.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,vitalerenouvellement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,vitale-renouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sfr-forf-mobile.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-france.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-assurance-sante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-amelisante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure2auth.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-authenticate.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ressource-info-sante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,regularisation-abonnement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,procedure-renouvellement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,pplsecure-support.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,postromana.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netf-acces.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-ppl.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mon-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,macartevitale-info.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,invest-now-france.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,impots-2022.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,gestion-ameligouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,espaces-activation.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,espace-reactivations.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,envoi-votre-colis.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,comptemavitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,compteameli-sante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-cartev.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitale-info.site,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,caissedepargne.eu,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,banque-mycreditagricole.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,auth-ntflx.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assur-cartevital.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amelisecurite.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-mob.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-connect.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-2022cartevitale.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,activite-client-support.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,votre-carte-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,upserver-seg.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,supportredirection.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,supportameli.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-ameli-renouvellement.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-client-sante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-ameli.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-ameli-account.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouv-carte-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,particulier-support.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mademande-ameli.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ma-carte-vitale.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infoassurance-maladie.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,info-notice-tracking.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,impots-gouv-authentification.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,impots-authentification.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,gestion-sante-info.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-netflix.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assure-cartev.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assure-carte.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assurance-sante-info.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assur-carte-vital.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assistanceameli-renouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-gouv-renouvellement.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,utilisateurs-ppl.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,takejerseys.us,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-assurance-maladie.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,snapchat-activite.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-netfiix-be.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-filmoption.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouvellementcarte.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ntflx-auth-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-confirmations.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netfiix-reactivations.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-nfx.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,info-ameli.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,gouv-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,express-authenticate-support.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,espace-canalplus.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,demande-secure-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cv-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,compte-verif.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-paypal.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-auth-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevi-assure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,caixabank-bankia.es,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assurances-gouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amelierenouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,actualisation-infos.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,2022-notice-info.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,verify-secure.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-carte-vitale.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-authentification-client.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-sante-info.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-ntflx-auth.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secur-ma-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,santepublic-cartevitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouvellement-sante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,redirection-support.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,reactivations-abonnement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,re-souscription-abonnement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,rappel-caissedepargne.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-regul.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-sante-gestion.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-ameli.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,info-client-ppl.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,espace-sante-info.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,demanderenouvellementcarte.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-support.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,bill-netfix.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,banque-mysocietegenerale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amzcontrols.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-indemnisation.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,2022-assurance-secu.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-vitale.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-client-authentification.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,snapchat-infos.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,services-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-douanedhl.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouvellement-prodecedure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflixssupports.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netfiix-client.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,loginconnexion.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,comptevitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cmu-saninfos.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-authentification-support.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitale-renou.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevi-renouvel.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,carte-vitale-renouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,auth-secure-client.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assurance-ameli-sante.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-sante.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-moncompte.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-fr-2022.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-carte-vitale-gouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amaz-secur.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,abonnements-espaces.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,votrecarte-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,vitale-carte-renouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-particulier-populaire.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-carte-vitale.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sfr-forfait-mobile.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,securitevitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,s-generale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouv-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,rappel-macartevitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,paypal-actualisation.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,moncompte-ameli.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mon-service-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mon-renouvellementn-etflix.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,loginsecuresante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,immocarsfrance.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,identification-aide.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,delivery-info-tracking.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,client-support-connexion.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,chrono-votre-envoi.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitaleconnexion.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,authentification-express.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,auth-netfiix-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,auth-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assurance-maladie-gouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assistance-paypal.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,vitale-renouvelement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,verif-sante.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,testonto.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,supportmacartevitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-particulier.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-ameli.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,securite-amazon.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sante-support-gestion.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,rinonews.com.br,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouvcarte-espace.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netfiix-reactivation.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,info-carte-vitale-renouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,impots-france.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,formulairedemande.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,connexionmonespace.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,comptes-clients.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-gouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-authy-net.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secu-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sante-support.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,paypal-support-assistance.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,paypal-aide.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,monespace-ameli.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,lnfos-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,connexionlogin.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,comptes-amelii.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,compte-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,compte-mavitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,compte-ameli-info.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,chronopost-sms.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitalgouv.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,banquecredit-agricole.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,authentificationsecur.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,authentification-support-client.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,authenticate-domain.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assure-gouvinfos.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameliegouv.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-operation-maj.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-espace-personnel.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,accueil-caf.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,2022-notice-delivery.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sfr-esim.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secures4-ameli.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure2-ameli.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,esim-sfr.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure7-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ma-cledigital-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,v3-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secures2-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secures-societegenerale.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,dsp2.services,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secures6-ameli.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure8-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure3-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mes-comptes-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secures-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-credit-du-nord.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,enregistrement-dsp2.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,clients-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,talismanhappy.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secures5-ameli.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secures3-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secures-ameli.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,0daysender.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure3-ameli.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sagacityart.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,mescomptes-bnpparibas.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,dsp2-enregistrement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,verification-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,supportsecure.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,supp-ma-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,sfr-client.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouvellement-cvitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,paypai-auth.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,partculconnexclient.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,panel-societes-modemclient.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,nolipuz.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflixpayfracture.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-home-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-comptes.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-authentification.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netfiix-compterenew.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,loginsecureline.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,letfan.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,interruptionservice.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,inspectionparticuliers.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infosms-societegenerale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infosfr.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,infosecurcreditmut.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,informseccreditmut.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,information-vitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,info-surmacartevitale.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,info-sfr-facture.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,host-clientsp.xyz,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,espaceciient-netfiix.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,creditmutuels.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitale-informations.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitale-assu.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,cartevitaie-ameii-verif.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,bradpiickett.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,bradpickett.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,banquespopulaire.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,assurances-maladie.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amelis-secu-france.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amelifrancemalade.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,amelie-renouvellement.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-rubriqueserviceclient.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-monespaceclients.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-authentification-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-assurance.org,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ameli-aide.info,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,2022-uae-post.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,xn--assure-sant-lbb.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,votreassuranceameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-auth-netflix.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,support-a-connexion.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-netfiix.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-gouv-ameli.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,service-comptefr.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,secure-auth.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,renouvellement-assurance.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,rennouv-ameli.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,qonto-support.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,proximus-service.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,particuliers-espace-clients.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflx-login.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflixnextbuttons.fr,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-paiment.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netflix-auth-secure.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netfiix-renouveler.net,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,netfiix-renewal.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,net-auto-sms.com,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
domain,ip-sesvestil.xyz,phishing,Dedicated phishing page related to a large campaign targeting France and Europe at large.
